C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_17_850.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_17_850.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_17_850.jpg, 0, 0, 0, 5.003025E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_17_952.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_17_952.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_17_952.jpg, 0, 0, 0, 4.717099E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_18_053.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_18_053.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_18_053.jpg, 0, 0, 0, 5.856664E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_18_154.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_18_154.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_18_154.jpg, 0, 0, 0, 4.34429E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_18_257.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_18_257.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_18_257.jpg, 0, 0, 0, 7.819482E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_18_358.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_18_358.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_18_358.jpg, 0, 0, 0, 5.693402E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_18_462.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_18_462.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_18_462.jpg, 0, 0, 0, 5.367864E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_18_565.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_18_565.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_18_565.jpg, 0, 0, 0, 7.132133E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_18_664.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_18_664.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_18_664.jpg, 0, 0, 0, 6.008787E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_18_766.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_18_766.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_18_766.jpg, 0, 0, 0, 6.212776E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_18_869.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_18_869.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_18_869.jpg, 0, 0, 0, 9.456984E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_18_970.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_18_970.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_18_970.jpg, 0, 0, 0, 5.885593E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_19_070.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_19_070.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_19_070.jpg, 0, 0, 0, 8.654035E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_19_171.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_19_171.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_19_171.jpg, 0, 0, 0, 0.0001232551
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_19_272.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_19_272.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_19_272.jpg, 0, 0, 0, 4.093647E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_19_374.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_19_374.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_19_374.jpg, 0, 0, 0, 7.3093E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_19_475.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_19_475.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_19_475.jpg, 0, 0, 0, 6.527227E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_19_577.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_19_577.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_19_577.jpg, 0, 0, 0, 4.391138E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_19_678.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_19_678.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_19_678.jpg, 0, 0, 0, 0.0001198609
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_19_779.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_19_779.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_19_779.jpg, 0, 0, 0, 6.806837E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_19_879.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_19_879.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_19_879.jpg, 0, 0, 0, 4.239314E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_19_981.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_19_981.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_19_981.jpg, 0, 0, 0, 3.898912E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_20_082.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_20_082.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_20_082.jpg, 0, 0, 0, 7.206438E-05
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_20_182.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_20_182.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_20_182.jpg, 0, 0.2627013, 0, 0.1904925
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_20_286.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_20_286.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_20_286.jpg, 0, 0.5621982, 0, 0.6994757
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_20_387.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_20_387.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_20_387.jpg, 0, 0.8649486, 0, 1.683131
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_20_488.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_20_488.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_20_488.jpg, 0, 1, 0, 2.864723
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_20_589.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_20_589.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_20_589.jpg, 0, 0.8846698, 0, 4.035655
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_20_689.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_20_689.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_20_689.jpg, 0, 0.5880385, 0, 4.897489
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_20_790.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_20_790.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_20_790.jpg, 0, 0.2900167, 0, 5.391005
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_20_890.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_20_890.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_20_890.jpg, 0, 0, 0, 5.520115
C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\center_2025_02_08_11_41_20_993.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\left_2025_02_08_11_41_20_993.jpg, C:\Users\arush\Downloads\simulator-windows-64\DataSet\IMG\right_2025_02_08_11_41_20_993.jpg, 0, 0.0136884, 0, 5.501143
